3.396063745021820068e-01,7.035364508628845215e-01,3.185037655839551007e-08
3.573576211929321289e-01,7.109303474426269531e-01,-4.016602877527475357e-03
3.697822690010070801e-01,7.329956293106079102e-01,-8.033202961087226868e-03
3.771764636039733887e-01,7.607702016830444336e-01,-1.095307338982820511e-02
3.790861368179321289e-01,7.816942334175109863e-01,-1.361048221588134766e-02
3.617334961891174316e-01,7.174469828605651855e-01,-1.718394458293914795e-02
3.724628388881683350e-01,7.481431365013122559e-01,-2.355189435184001923e-02
3.774712085723876953e-01,7.678083777427673340e-01,-2.541829459369182587e-02
3.810916543006896973e-01,7.835779190063476562e-01,-2.618540264666080475e-02
3.505140841007232666e-01,7.260150909423828125e-01,-1.807702146470546722e-02
3.634053766727447510e-01,7.600435018539428711e-01,-2.410193905234336853e-02
3.694921731948852539e-01,7.832370996475219727e-01,-2.521005459129810333e-02
3.733944892883300781e-01,8.006268143653869629e-01,-2.605552971363067627e-02
3.403655886650085449e-01,7.372241616249084473e-01,-1.855538040399551392e-02
3.542963266372680664e-01,7.678456306457519531e-01,-2.421659789979457855e-02
3.612976670265197754e-01,7.886824607849121094e-01,-2.524128928780555725e-02
3.667655587196350098e-01,8.044080734252929688e-01,-2.570317871868610382e-02
3.320771753787994385e-01,7.487192153930664062e-01,-1.903279498219490051e-02
3.428305685520172119e-01,7.709353566169738770e-01,-2.307726442813873291e-02
3.494490981101989746e-01,7.852813005447387695e-01,-2.379649132490158081e-02
3.546816408634185791e-01,7.974588871002197266e-01,-2.428393065929412842e-02
3.472238481044769287e-01,6.741122007369995117e-01,8.989970012862613657e-08
3.655103147029876709e-01,6.815762519836425781e-01,-2.808114746585488319e-03
3.803014755249023438e-01,6.956841349601745605e-01,-7.514833007007837296e-03
3.899522125720977783e-01,7.118463516235351562e-01,-1.185204368084669113e-02
3.939325809478759766e-01,7.255591154098510742e-01,-1.615428179502487183e-02
3.743805885314941406e-01,6.768754124641418457e-01,-1.629245281219482422e-02
3.855979442596435547e-01,6.953943967819213867e-01,-2.466191165149211884e-02
3.901683092117309570e-01,7.135750651359558105e-01,-2.900413237512111664e-02
3.931234180927276611e-01,7.277184724807739258e-01,-3.166531026363372803e-02
3.643884360790252686e-01,6.806880831718444824e-01,-1.902220398187637329e-02
3.741296827793121338e-01,6.999175548553466797e-01,-2.734877541661262512e-02
3.796427249908447266e-01,7.199853658676147461e-01,-2.948221564292907715e-02
3.834667205810546875e-01,7.342814803123474121e-01,-3.086678683757781982e-02
3.532036542892456055e-01,6.883684992790222168e-01,-2.153879031538963318e-02
3.635464608669281006e-01,7.059372663497924805e-01,-2.952791005373001099e-02
3.701666295528411865e-01,7.240365147590637207e-01,-3.042394295334815979e-02
3.756134510040283203e-01,7.371059656143188477e-01,-3.044774010777473450e-02
3.419091701507568359e-01,6.985765099525451660e-01,-2.402388118207454681e-02
3.499948680400848389e-01,7.131896018981933594e-01,-3.058077208697795868e-02
3.568618297576904297e-01,7.255976796150207520e-01,-3.170938044786453247e-02
3.626673817634582520e-01,7.357831001281738281e-01,-3.207429870963096619e-02
1.713281295464897081e+161,2.066147900700921412e+161,3.655911752566608505e+233
4.667478989813676251e-66,1.995852372595392743e+161,2.411956593921449805e+233
5.628648606825414912e+175,3.776731436914389754e+209,9.753880583582940098e+199
2.880147098749297633e+214,-2.160907084255868797e-301,3.211426697968102537e-322
