4.647562205791473389e-01,2.010642290115356445e-01,-5.245989561080932617e-01
4.728877246379852295e-01,1.775876879692077637e-01,-4.938615560531616211e-01
4.781901538372039795e-01,1.787542104721069336e-01,-4.939606487751007080e-01
4.835474789142608643e-01,1.802728772163391113e-01,-4.941000044345855713e-01
4.552029371261596680e-01,1.758420467376708984e-01,-4.959119856357574463e-01
4.474346935749053955e-01,1.758913397789001465e-01,-4.959985613822937012e-01
4.406142234802246094e-01,1.765543818473815918e-01,-4.960965216159820557e-01
4.918204545974731445e-01,1.998218894004821777e-01,-3.113873302936553955e-01
4.291560351848602295e-01,1.946982145309448242e-01,-3.234766125679016113e-01
4.745455980300903320e-01,2.341765165328979492e-01,-4.561178386211395264e-01
4.514514505863189697e-01,2.319252490997314453e-01,-4.596802890300750732e-01
5.306220650672912598e-01,3.909693658351898193e-01,-1.858179122209548950e-01
3.737062811851501465e-01,3.585195541381835938e-01,-1.807397454977035522e-01
5.674951672554016113e-01,5.891228914260864258e-01,-1.524928212165832520e-01
3.213077485561370850e-01,5.417754650115966797e-01,-1.051615178585052490e-01
5.235709547996520996e-01,7.065777778625488281e-01,-3.627684414386749268e-01
3.421073853969573975e-01,7.062292098999023438e-01,-2.410787045955657959e-01
5.119915008544921875e-01,7.558757066726684570e-01,-4.255237579345703125e-01
3.515316843986511230e-01,7.657563686370849609e-01,-2.807315587997436523e-01
5.009437799453735352e-01,7.412112355232238770e-01,-4.488945007324218750e-01
3.654380738735198975e-01,7.490690350532531738e-01,-3.189431726932525635e-01
5.013175606727600098e-01,7.258812189102172852e-01,-3.735902905464172363e-01
3.653186559677124023e-01,7.303828001022338867e-01,-2.558835744857788086e-01
4.801369011402130127e-01,7.466323375701904297e-01,-2.825850388035178185e-03
3.900511860847473145e-01,7.385134100914001465e-01,3.329314058646559715e-03
4.625739455223083496e-01,1.019779086112976074e+00,-1.646367460489273071e-01
3.888478279113769531e-01,1.050999641418457031e+00,-5.903811194002628326e-03
4.539699554443359375e-01,1.298645377159118652e+00,1.676914095878601074e-01
3.778173625469207764e-01,1.303248167037963867e+00,3.150306642055511475e-01
4.482866227626800537e-01,1.331828355789184570e+00,1.914175599813461304e-01
3.768719732761383057e-01,1.339946985244750977e+00,3.390715420246124268e-01
4.544584453105926514e-01,1.397941589355468750e+00,4.048842936754226685e-03
3.807389140129089355e-01,1.396745443344116211e+00,1.230830177664756775e-01
4.644961655139923096e-01,2.003629952669143677e-01,-4.656995236873626709e-01
4.728747606277465820e-01,1.774575561285018921e-01,-4.368838369846343994e-01
4.781770408153533936e-01,1.786609739065170288e-01,-4.369325935840606689e-01
4.834625422954559326e-01,1.801642030477523804e-01,-4.368872046470642090e-01
4.547395408153533936e-01,1.754035353660583496e-01,-4.388729929924011230e-01
4.471403360366821289e-01,1.753607541322708130e-01,-4.390382468700408936e-01
4.403473734855651855e-01,1.758863925933837891e-01,-4.391631186008453369e-01
4.917654097080230713e-01,1.997013688087463379e-01,-2.604003548622131348e-01
4.293118715286254883e-01,1.946094930171966553e-01,-2.703507244586944580e-01
4.745295643806457520e-01,2.341912090778350830e-01,-4.002151787281036377e-01
4.513203799724578857e-01,2.319854944944381714e-01,-4.033469259738922119e-01
5.314043164253234863e-01,3.909469246864318848e-01,-1.460273265838623047e-01
3.735544085502624512e-01,3.607960045337677002e-01,-1.456038057804107666e-01
5.700148344039916992e-01,5.892449021339416504e-01,-1.521718651056289673e-01
3.195705413818359375e-01,5.426198244094848633e-01,-1.306914836168289185e-01
5.210736393928527832e-01,6.837850213050842285e-01,-4.029568731784820557e-01
3.480364680290222168e-01,6.822045445442199707e-01,-3.623881042003631592e-01
5.039303302764892578e-01,7.140786647796630859e-01,-4.714442193508148193e-01
3.598562180995941162e-01,7.332395315170288086e-01,-4.132499098777770996e-01
4.944639801979064941e-01,6.900628805160522461e-01,-4.827216267585754395e-01
3.718043863773345947e-01,7.107244729995727539e-01,-4.383642375469207764e-01
4.973691403865814209e-01,6.801884174346923828e-01,-4.092870056629180908e-01
3.707688748836517334e-01,6.944387555122375488e-01,-3.737511634826660156e-01
4.794353246688842773e-01,7.656069397926330566e-01,5.407737335190176964e-04
3.886213600635528564e-01,7.541476488113403320e-01,1.726859918562695384e-04
4.679084420204162598e-01,1.080388665199279785e+00,-7.729396224021911621e-02
3.854488432407379150e-01,1.066092014312744141e+00,1.997688226401805878e-02
4.577679634094238281e-01,1.332670688629150391e+00,2.708598077297210693e-01
3.758138418197631836e-01,1.328752398490905762e+00,3.263606727123260498e-01
4.560065865516662598e-01,1.368821144104003906e+00,2.971068024635314941e-01
3.735198974609375000e-01,1.368761539459228516e+00,3.495729565620422363e-01
4.540251791477203369e-01,1.427149891853332520e+00,1.275626420974731445e-01
3.802772164344787598e-01,1.421122550964355469e+00,1.533206850290298462e-01
4.642677307128906250e-01,1.998837441205978394e-01,-4.512656033039093018e-01
4.728063344955444336e-01,1.773665547370910645e-01,-4.230963587760925293e-01
4.781029522418975830e-01,1.785909086465835571e-01,-4.231346547603607178e-01
4.832321107387542725e-01,1.800619512796401978e-01,-4.230947494506835938e-01
4.543967247009277344e-01,1.751387417316436768e-01,-4.264014959335327148e-01
4.469012916088104248e-01,1.750284880399703979e-01,-4.265703558921813965e-01
4.401188194751739502e-01,1.754757761955261230e-01,-4.266827404499053955e-01
4.916257262229919434e-01,1.995121985673904419e-01,-2.462782561779022217e-01
4.294852316379547119e-01,1.945256888866424561e-01,-2.618857622146606445e-01
4.745159745216369629e-01,2.341995239257812500e-01,-3.852678537368774414e-01
4.512968957424163818e-01,2.320133000612258911e-01,-3.901717960834503174e-01
5.314640998840332031e-01,3.902560472488403320e-01,-1.321385800838470459e-01
3.734950125217437744e-01,3.608063459396362305e-01,-1.354379653930664062e-01
5.782223939895629883e-01,5.882672667503356934e-01,-1.436485201120376587e-01
3.161059319972991943e-01,5.426433682441711426e-01,-1.252117753028869629e-01
5.151579380035400391e-01,6.458462476730346680e-01,-3.955247104167938232e-01
3.564167022705078125e-01,6.655029654502868652e-01,-3.419002592563629150e-01
